video_id,label,modality,label_correct,modality_correct,suggested_labels,suggested_modality,reason,cleanup_verdict,cleanup_reason
o3HACXmd6xo_000042,"male speech, man speaking",,False,False,[],,There is no audible male speech in the video; only ambient noise and sounds from the pigeons and a bag are heard.,genuine,Male speech is completely absent from the audio.
o7jBSQRJzuQ_000023,bull bellowing,,False,False,"[{""label"": ""cat caterwauling"", ""modality"": ""both""}, {""label"": ""cat meowing"", ""modality"": ""both""}, {""label"": ""cat growling"", ""modality"": ""both""}]",both,The clip shows a black cat making loud vocalizations; there is no bull present.,genuine,The sound and visual source are fundamentally different (cat vs. bull).
o7jBSQRJzuQ_000023,cap gun shooting,,False,False,"[{""label"": ""cat caterwauling"", ""modality"": ""both""}, {""label"": ""cat meowing"", ""modality"": ""both""}]",both,There is no cap gun or shooting sound; the audio consists of a cat caterwauling.,genuine,The label is unambiguously wrong; the audio is a cat vocalizing.
o7jBSQRJzuQ_000023,cattle mooing,,False,False,"[{""label"": ""cat caterwauling"", ""modality"": ""both""}, {""label"": ""cat meowing"", ""modality"": ""both""}]",both,"The sounds are produced by a cat, not cattle.",genuine,"The sound source is a cat, which is fundamentally different from cattle."
oBY7XYM4gi0_000155,"rowboat, canoe, kayak rowing",,False,False,"[{""label"": ""bird chirping  tweeting"", ""modality"": ""audible""}, {""label"": ""mynah bird singing"", ""modality"": ""audible""}]",audible,"There is no audio or visual evidence of rowing, boats, or water in the clip; it features a bird and bird vocalizations.",genuine,"The clip features a bird and bird vocalizations, while rowing and watercraft are completely absent."
oEFUBoCTThI_000002,"male speech, man speaking",,False,False,"[{""label"": ""bull bellowing"", ""weight"": ""both""}]",both,There is no human speech in the audio; only the vocalizations of the bull/cow are heard.,genuine,Animal vocalizations are fundamentally different from the human speech identified in the label.
oEFUBoCTThI_000459,cricket chirping,,False,True,"[{""label"": ""bird chirping  tweeting"", ""modality"": ""audible""}]",,No cricket chirping is heard in the audio; the background is filled with bird chirping and human chatter.,genuine,Bird chirping is fundamentally different from the insect sounds identified in the label.
oEFUBoCTThI_000459,goat bleating,,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",,"There are no goat sounds in the clip; only birds, human speech, and vehicles are heard.",genuine,Goat sounds are completely absent from the clip.
oHp-J8QgAd8_000030,people sniggering,,False,True,"[{""label"": ""ice cracking"", ""modality"": ""audible""}]",,"There is no audible sniggering or laughter in the clip. The primary sounds are objects being thrown onto the ice, creating a 'pew-pew' sound characteristic of ice cracking.",genuine,The sound of ice cracking is fundamentally different from the human vocalization identified in the label.
oEDGxlhyhp4_000043,police car (siren),,False,False,"[{""label"": ""railroad car  train wagon"", ""modality"": ""both""}]",both,There is no police car or siren in the video or audio; the sound heard is that of a train.,genuine,A train and its mechanical sounds are fundamentally different from a police car and siren.
oMS_MSzv6cg_000030,"male speech, man speaking",,False,True,[],,There is no male speech or any clear human vocalization audible in the video; only insect sounds and background noise are present.,genuine,Human speech is completely absent from the clip.
oOiwmRV1PBk_000000,"male speech, man speaking",,False,False,"[{""label"": ""playing timpani"", ""modality"": ""both""}]",both,"There is no male speech in the clip; instead, a woman is seen and heard playing the timpani.",genuine,The label is entirely incorrect as the clip features a woman playing a musical instrument rather than a man speaking.
oOiwmRV1PBk_000000,rapping,,False,False,"[{""label"": ""playing timpani"", ""modality"": ""both""}]",both,Rapping as a musical genre or vocal style is not present in this clip.,genuine,The vocal style of rapping is completely absent; the content is instrumental percussion.
oOBByUjJtLY_000000,door slamming,,False,False,"[{""label"": ""horse clip-clop"", ""modality"": ""both""}, {""label"": ""people battle cry"", ""modality"": ""both""}, {""label"": ""playing gong"", ""modality"": ""audible""}]",both,There is no door slamming either visually or audibly; the clip features a title sequence followed by people on horseback charging and shouting.,genuine,The sound and action of a door slamming are completely absent from the clip.
oT8Vg7egGwI_000043,people booing,,False,False,"[{""label"": ""people cheering"", ""modality"": ""both""}, {""label"": ""people crowd"", ""modality"": ""both""}, {""label"": ""people whistling"", ""modality"": ""audible""}]",both,"The crowd in the baseball stadium is cheering and whistling loudly, not booing. The people are both visible and audible.",genuine,"The label identifies the opposite sentiment of the actual crowd noise, which is cheering."
oSME-ts1WnQ_000110,cat growling,,False,False,"[{""label"": ""dog barking"", ""modality"": ""both""}, {""label"": ""dog growling"", ""modality"": ""both""}]",both,"The animal in the video is a dog, specifically a French Bulldog, not a cat. It is clearly barking and growling.",genuine,"The animal species is fundamentally different, as the clip features a dog rather than a cat."
oPR7tUEUptk_000030,"male speech, man speaking",,False,True,"[{""label"": ""engine accelerating  revving  vroom"", ""modality"": ""audible""}]",,"There is no male speech audible in the video; the audio is dominated by the siren, wind, and engine noises.",genuine,"Human speech is entirely absent from the audio, which consists of mechanical and environmental noises."
oPzAaB7LoqU_000030,"female speech, woman speaking",,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",,There is no female voice present; the adult speaking off-camera is male.,genuine,"The gender of the speaker is incorrectly identified, which is a fundamental labeling error."
oVcQgIsw2Ac_000030,"male speech, man speaking",,False,False,"[{""label"": ""playing accordion"", ""modality"": ""both""}]",both,"There is no speech in the video; only accordion music is heard, and the performer is visible.",genuine,Speech is completely absent; the clip features instrumental music instead.
oVcQgIsw2Ac_000030,playing didgeridoo,,False,False,"[{""label"": ""playing accordion"", ""modality"": ""both""}]",both,"The instrument being played is an accordion, which is visually and audibly distinct from a didgeridoo.",genuine,The instrument is fundamentally different from the one labeled.
oWAZJV6g6fY_000000,car passing by,,False,False,"[{""label"": ""helicopter"", ""modality"": ""audible""}]",audible,There are no cars in the video; the whirring sound at the beginning is a helicopter rotor.,genuine,A helicopter is a fundamentally different sound and visual source than a car.
oWAZJV6g6fY_000000,cricket chirping,,False,False,"[{""label"": ""helicopter"", ""modality"": ""audible""}]",audible,No crickets or chirping sounds are present in the clip.,genuine,The sound of a helicopter is fundamentally different from insects chirping.
oWAZJV6g6fY_000000,wind noise,,False,False,"[{""label"": ""helicopter"", ""modality"": ""audible""}]",audible,"The sound heard is a helicopter engine/rotor, not wind noise.",genuine,The sound source of a mechanical engine is fundamentally different from meteorological wind noise.
oYFvyJtgE2E_000108,hammering nails,,False,False,"[{""label"": ""people coughing"", ""modality"": ""both""}]",both,"There is no sound or visual evidence of hammering nails. Instead, the woman is heard and seen coughing after using a neti pot.",genuine,The label refers to a mechanical percussive action that is completely absent from the clip.
oXiB2dl-7fw_000136,arc welding,,False,True,"[{""label"": ""blowtorch igniting"", ""modality"": ""both""}, {""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}]",,"The video shows a high-pressure flame from a torch or jet burner, not the electrical discharge and metal fusion characteristic of arc welding.",genuine,The physical process of a gas torch is fundamentally different from electrical arc welding.
o_ruuyYruBU_000127,"rowboat, canoe, kayak rowing",,False,False,"[{""label"": ""sailing"", ""modality"": ""both""}, {""label"": ""motorboat  speedboat acceleration"", ""modality"": ""both""}]",both,There is no rowing occurring; the boats present are sailboats and motorboats.,genuine,Rowing is a distinct manual activity completely absent from the sailing and motoring shown.
o_ruuyYruBU_000138,"rowboat, canoe, kayak rowing",,False,True,"[{""label"": ""sailing"", ""modality"": ""both""}, {""label"": ""motorboat  speedboat acceleration"", ""modality"": ""both""}]",,"The video shows sailboats and motorboats, but no rowing vessels or activities like canoeing or kayaking are present.",genuine,Rowing is a distinct manual activity completely absent from the sailing and motoring shown.
of8GHa1Ko8k_000014,"male speech, man speaking",,False,False,"[{""label"": ""alligators  crocodiles hissing"", ""modality"": ""both""}]",both,There is no male speech or any human voice present in the clip; the audio consists only of the alligator hissing and minor background noise.,genuine,"Human speech is entirely absent, and an animal sound is a fundamentally different source."
